,osmid,oneway,highway,length,geometry,ref,name,bridge,tunnel,lanes,maxspeed,service,junction,width,access
5085,469318922,False,residential,115.895,,,경대로27길,,,,,,,,
5086,469318930,False,residential,47.925,,,경대로27길,,,,,,,,
5087,734359015,False,living_street,51.413,,,,,,,,,,,
5088,469318927,False,residential,27.094,,,동북로58길,,,,,,,,
5089,469318927,False,residential,40.517,,,동북로58길,,,,,,,,
5090,469318933,False,residential,95.785,,,경대로,,,,,,,,
5091,584386583,False,secondary,6.948,,,경대로,,,,,,,,
5092,584386583,False,secondary,40.794,,,경대로,,,,,,,,
5093,469318927,False,residential,16.621,,,동북로58길,,,,,,,,
5094,469318933,False,residential,95.785,,,경대로,,,,,,,,
5095,469318927,False,residential,27.517,"LINESTRING (128.6203202 35.8922944, 128.6202283 35.8921956, 128.6201363 35.8920968)",,동북로58길,,,,,,,,
5096,469318927,False,residential,7.517,,,동북로58길,,,,,,,,
5097,469318927,False,residential,27.094,,,동북로58길,,,,,,,,
5098,584386583,False,secondary,6.948,,,경대로,,,,,,,,
5099,55779523,False,secondary,90.329,,,칠성교,yes,,,,,,,
5100,"[55779529, 469339615]",False,secondary,40.009,"LINESTRING (128.6063754 35.8761888, 128.6062781 35.8759886, 128.6062173 35.8758526)",,"['신암로', '칠성교']",yes,,,,,,,
5101,549043587,False,trunk_link,82.32499999999999,"LINESTRING (128.6063754 35.8761888, 128.6067313 35.8759511, 128.6068814 35.8758248, 128.6070736 35.8757137)",,,,,,,,,,
5102,469348657,False,residential,35.479,,,칠성가구시장로2길,,,,,,,,
5103,470423896,False,residential,79.194,,,,,,,,,,,
5104,549043583,False,residential,163.082,"LINESTRING (128.6078543 35.8753865, 128.6086351 35.874967, 128.6093467 35.874557)",,,,,,,,,,
5105,55480577,False,secondary,64.307,,,신암로,,,,,,,,
5106,469341233,False,residential,379.366,"LINESTRING (128.6080947 35.880758, 128.6079338 35.8805711, 128.6081644 35.8803539, 128.6082985 35.8797368, 128.6088509 35.8793371, 128.6092209 35.8796977, 128.6086739 35.8801496, 128.6090161 35.8806462)",,,,,,,,,,
5107,469341432,False,residential,102.538,,,대현남로2길,,,,,,,,
5108,469341432,False,residential,59.79,,,대현남로2길,,,,,,,,
5109,469341406,False,residential,166.48700000000002,"LINESTRING (128.6066501 35.8796737, 128.6066736 35.8800087, 128.606291 35.8805124, 128.6063509 35.8810806)",,,,,,,,,,
5110,469347052,False,residential,62.877,,,대현남로,,,,,,,,
5111,469341406,False,residential,166.48700000000002,"LINESTRING (128.6063509 35.8810806, 128.606291 35.8805124, 128.6066736 35.8800087, 128.6066501 35.8796737)",,,,,,,,,,
5112,469347052,False,residential,157.55900000000003,"LINESTRING (128.6063509 35.8810806, 128.6056063 35.8809243, 128.6047469 35.8805433)",,대현남로,,,,,,,,
5113,469341432,False,residential,59.79,,,대현남로2길,,,,,,,,
5114,469353315,False,residential,220.00600000000003,"LINESTRING (128.6073122 35.8796372, 128.6072632 35.8794188, 128.6073222 35.8793275, 128.6073652 35.8791884, 128.6073973 35.8790058, 128.6073839 35.878908, 128.6073437 35.8787494, 128.6073464 35.878619, 128.6073625 35.8784929, 128.6073517 35.8781691, 128.6074805 35.87798, 128.607666 35.8777578)",,대현남로서4길,,,,,,,,
5115,734358992,False,residential,193.02100000000002,"LINESTRING (128.6073122 35.8796372, 128.607383 35.8808159, 128.6070043 35.8812793)",,대현남로4길,,,,,,,,
5116,469341432,False,residential,102.538,,,대현남로2길,,,,,,,,
5117,469341569,False,residential,194.392,"LINESTRING (128.6058204 35.8790425, 128.6053824 35.8794544, 128.6047469 35.8805433)",,대현남로2길,,,,,,,,
5118,469341569,False,residential,212.036,"LINESTRING (128.6058204 35.8790425, 128.6062997 35.8785065, 128.606765 35.8780218, 128.6073477 35.8776033)",,대현남로2길,,,,,,,,
5119,"[734358989, 734358990]",False,residential,113.695,"LINESTRING (128.6058204 35.8790425, 128.6056594 35.8789389, 128.6048323 35.8784065)",,"['대현남로2길', '신천동로']",,,,,,,,
5120,55480577,False,secondary,33.431,"LINESTRING (128.6073477 35.8776033, 128.6073571 35.8776084, 128.607666 35.8777578)",,신암로,,,,,,,,
5121,469341569,False,residential,212.036,"LINESTRING (128.6073477 35.8776033, 128.606765 35.8780218, 128.6062997 35.8785065, 128.6058204 35.8790425)",,대현남로2길,,,,,,,,
5122,494694457,False,residential,171.531,,,신천동로146길,,,,,,,,
5123,494694457,False,residential,27.472,,,신천동로146길,,,,,,,,
5124,524335905,False,residential,55.535,,,대현로10길,,,,,,,,
5125,524335905,False,residential,69.734,,,대현로10길,,,,,,,,
5126,494694447,False,residential,209.14,,,대현로21길,,,,,,,,
5127,524335904,False,residential,24.839,,,대현로9길,,,,,,,,
5128,524335904,False,residential,12.408,,,대현로9길,,,,,,,,
5129,494694447,False,residential,16.815,,,대현로21길,,,,,,,,
5130,494694447,False,residential,209.14,,,대현로21길,,,,,,,,
5131,524335902,False,residential,72.839,,,대현로13길,,,,,,,,
5132,524335902,False,residential,105.747,,,대현로13길,,,,,,,,
5133,37400065,False,primary,213.434,,,대현로,,,,,,,,
5134,37400065,False,primary,85.893,,,대현로,,,,,,,,
5135,524335902,False,residential,65.502,,,대현로13길,,,,,,,,
5136,720414119,False,living_street,49.842,"LINESTRING (128.606438 35.8838702, 128.6063246 35.8838009, 128.6059395 35.8836841)",,대현로14길,,,,,,,,
5137,720414119,False,living_street,56.3,,,대현로14길,,,,,,,,
5138,720414119,False,living_street,26.932,,,대현로14길,,,,,,,,
5139,494694456,False,residential,172.703,"LINESTRING (128.6056486 35.8836283, 128.6046159 35.8842487, 128.6041107 35.8845555)",,신천동로148길,,,,,,,,
5140,494694457,False,residential,171.531,,,신천동로146길,,,,,,,,
5141,720414119,False,living_street,77.775,,,대현로14길,,,,,,,,
5142,720414119,False,living_street,56.3,,,대현로14길,,,,,,,,
5143,37398821,False,residential,137.363,,,대현남로5길,,,,,,,,
5144,37398821,False,residential,90.407,,,대현남로5길,,,,,,,,
5145,720414119,False,living_street,77.775,,,대현로14길,,,,,,,,
5146,469347052,False,residential,62.877,,,대현남로,,,,,,,,
5147,469347052,False,residential,33.053,,,대현남로,,,,,,,,
5148,734358992,False,residential,193.02100000000002,"LINESTRING (128.6070043 35.8812793, 128.607383 35.8808159, 128.6073122 35.8796372)",,대현남로4길,,,,,,,,
5149,37399440,False,tertiary,216.854,,,구암로32길,,,,,,,,
5150,37399440,False,tertiary,96.298,"LINESTRING (128.5570788 35.9294778, 128.55782 35.93006, 128.5578338 35.9300877)",,구암로32길,,,,,,,,
5151,469356675,False,footway,256.664,"LINESTRING (128.5570788 35.9294778, 128.5580716 35.9286604, 128.5588454 35.9280232, 128.5590776 35.9278321)",,,,,,,,,,
5152,37403223,False,secondary,40.323,,,학정로,,,,,,,,
5153,37403223,False,secondary,53.083,,,학정로,,,,,,,,
5154,469356675,False,footway,256.664,"LINESTRING (128.5590776 35.9278321, 128.5588454 35.9280232, 128.5580716 35.9286604, 128.5570788 35.9294778)",,,,,,,,,,
5155,469594267,False,residential,49.901,,,,,,2,,,,,
5156,472529048,False,residential,83.601,,,,,,,,,,,
5157,"[472529048, 469593894]",False,residential,110.37,"LINESTRING (128.5444418 35.9131587, 128.545326 35.9131603, 128.5453352 35.913028, 128.5452684 35.9128946)",,,,,,,,,,
5158,469594268,False,residential,33.596,,,,,,2,,,,,
5159,"[474660300, 469594268]",False,residential,68.964,"LINESTRING (128.5439906 35.9126203, 128.5439255 35.9127586, 128.5443118 35.9128508, 128.5443477 35.9127077)",,,,,2,,,,,
5160,472462640,False,residential,90.556,"LINESTRING (128.5439906 35.9126203, 128.5440732 35.9124801, 128.5443843 35.9125496, 128.5445989 35.9125322, 128.5447679 35.9124931, 128.5448135 35.9125648)",,,,,2,,,,,
5161,157254736,False,residential,77.792,,,,,,2,,,,,
5162,157254736,False,residential,40.198,,,,,,2,,,,,
5163,469593894,False,residential,107.844,"LINESTRING (128.5461743 35.9121166, 128.546173 35.9122519, 128.5461697 35.9125977, 128.5458031 35.9125845, 128.5456108 35.912696)",,,,,,,,,,
5164,469593894,False,residential,37.928,,,,,,,,,,,
5165,469593925,False,residential,14.902,,,,,,,,,,,
5166,"[472529048, 469593894]",False,residential,110.37,"LINESTRING (128.5452684 35.9128946, 128.5453352 35.913028, 128.545326 35.9131603, 128.5444418 35.9131587)",,,,,,,,,,
5167,469593925,False,residential,23.8,,,,,,,,,,,
5168,469593925,False,residential,18.078,,,,,,,,,,,
5169,472462639,False,residential,9.859,,,,,,,,,,,
5170,469593894,False,residential,37.928,,,,,,,,,,,
5171,469593894,False,residential,107.84400000000001,"LINESTRING (128.5456108 35.912696, 128.5458031 35.9125845, 128.5461697 35.9125977, 128.546173 35.9122519, 128.5461743 35.9121166)",,,,,,,,,,
5172,469593925,False,residential,43.193000000000005,"LINESTRING (128.5456108 35.912696, 128.545386 35.9124587, 128.5452971 35.9125116)",,,,,,,,,,
5173,469593925,False,residential,18.078,,,,,,,,,,,
5174,469593925,False,residential,14.902,,,,,,,,,,,
5175,469593926,False,residential,42.979,"LINESTRING (128.5451851 35.9127788, 128.5454076 35.9126508, 128.5452971 35.9125116)",,,,,,,,,,
5176,469593925,False,residential,23.8,,,,,,,,,,,
5177,469593925,False,residential,43.193000000000005,"LINESTRING (128.5452971 35.9125116, 128.545386 35.9124587, 128.5456108 35.912696)",,,,,,,,,,
5178,469593926,False,residential,42.979,"LINESTRING (128.5452971 35.9125116, 128.5454076 35.9126508, 128.5451851 35.9127788)",,,,,,,,,,
5179,469594268,False,residential,33.596,,,,,,2,,,,,
5180,"[469594268, 474660300]",False,residential,68.964,"LINESTRING (128.5443477 35.9127077, 128.5443118 35.9128508, 128.5439255 35.9127586, 128.5439906 35.9126203)",,,,,2,,,,,
5181,"[157254736, 469594268]",False,residential,13.661999999999999,"LINESTRING (128.5443477 35.9127077, 128.5443866 35.9127172, 128.5444975 35.9127122)",,,,,2,,,,,
5182,472529047,False,pedestrian,158.274,,,,,,,,,,,
5183,"[472526232, 836729601, 472526233]",False,footway,71.34700000000001,"LINESTRING (128.5463467 35.9096181, 128.5463181 35.9095812, 128.5459275 35.9091314, 128.5458841 35.9090985)",,,yes,,,,,,,
5184,"[472526232, 472526253, 472526230]",False,footway,82.333,"LINESTRING (128.5463467 35.9096181, 128.5463702 35.9096682, 128.5465068 35.9101006, 128.5465103 35.910288, 128.5465105 35.9103411)",,,,,,,,,,
5185,37402970,False,primary,49.044,,,침산남로,,,,,,,,
5186,37402970,False,primary,33.14,"LINESTRING (128.5958909 35.887299, 128.5959579 35.8872848, 128.5962468 35.8872236)",,침산남로,,,,,,,,
5187,469597088,False,residential,98.843,"LINESTRING (128.5958909 35.887299, 128.5960413 35.8876667, 128.5960815 35.887821, 128.5961057 35.8881643)",,침산남로37길,,,,,,,,
5188,589008070,False,living_street,102.158,,,,,,,,,,,
5189,469597088,False,residential,98.84299999999999,"LINESTRING (128.5961057 35.8881643, 128.5960815 35.887821, 128.5960413 35.8876667, 128.5958909 35.887299)",,침산남로37길,,,,,,,,
5190,469597088,False,residential,105.486,"LINESTRING (128.5961057 35.8881643, 128.5960021 35.8882657, 128.5951537 35.8887074)",,침산남로37길,,,,,,,,
5191,469597089,False,residential,54.2,,,침산남로31길,,,,,,,,
5192,469597092,False,residential,85.249,,,침산남로31길,,,,,,,,
5193,469597088,False,residential,201.937,"LINESTRING (128.5934118 35.8898219, 128.5935275 35.8896521, 128.5940562 35.8893188, 128.5947413 35.8889221, 128.5951537 35.8887074)",,침산남로37길,,,,,,,,
5194,469597089,False,residential,54.2,,,침산남로31길,,,,,,,,
5195,469597089,False,residential,55.48,,,침산남로31길,,,,,,,,
5196,469597093,False,residential,137.27999999999997,"LINESTRING (128.5935526 35.8902958, 128.5928091 35.8903126, 128.5921124 35.8902868, 128.5920318 35.8902718)",,침산로32길,,,,,,,,
5197,577716108,False,primary,44.0,,61,중앙대로,,,,,,,,
5198,577716110,False,primary,18.606,,61,중앙대로,,,,,,,,
5199,469597084,False,secondary,112.72500000000001,"LINESTRING (128.5984269 35.8882628, 128.5982201 35.8884228, 128.5973756 35.8888017)",,중앙대로123길,,,,,,,,
5200,579775398,False,trunk,47.756,"LINESTRING (128.5984269 35.8882628, 128.5982785 35.8884598, 128.5980996 35.8885957)",,,,,,,,,,
5201,469597085,False,residential,14.509,,,,,,2,,,,,
5202,469597088,False,residential,105.486,"LINESTRING (128.5951537 35.8887074, 128.5960021 35.8882657, 128.5961057 35.8881643)",,침산남로37길,,,,,,,,
5203,469597088,False,residential,201.937,"LINESTRING (128.5951537 35.8887074, 128.5947413 35.8889221, 128.5940562 35.8893188, 128.5935275 35.8896521, 128.5934118 35.8898219)",,침산남로37길,,,,,,,,
5204,469597085,False,residential,38.552,,,,,,2,,,,,
5205,469597084,False,secondary,175.053,"LINESTRING (128.595678 35.8895678, 128.597316 35.8888284, 128.5973756 35.8888017)",,중앙대로123길,,,,,,,,
5206,469597084,False,secondary,212.56300000000002,"LINESTRING (128.595678 35.8895678, 128.5956486 35.8895811, 128.5947726 35.8900753, 128.5941501 35.8904884, 128.5938237 35.8907438)",,중앙대로123길,,,,,,,,
5207,469597085,False,residential,38.552,,,,,,2,,,,,
5208,469597085,False,residential,20.336,,,,,,2,,,,,
5209,469597086,False,residential,16.211,,,,,,,,,,,
5210,469597085,False,residential,20.336,,,,,,2,,,,,
5211,469597085,False,residential,33.299,,,,,,2,,,,,
5212,469597087,False,residential,21.356,,,,,,,,,,,
5213,469597090,False,residential,77.034,,,,,,,,,,,
5214,469597090,False,residential,113.77199999999999,"LINESTRING (128.5963325 35.8886476, 128.5964264 35.8887911, 128.5956941 35.8891453, 128.5955936 35.8889963)",,,,,,,,,,
5215,469597094,False,residential,130.929,"LINESTRING (128.5963325 35.8886476, 128.5961438 35.8883783, 128.595225 35.8888244)",,,,,,,,,,
5216,469597087,False,residential,21.356,,,,,,,,,,,
5217,469597090,False,residential,77.034,,,,,,,,,,,
5218,469597090,False,residential,113.77199999999999,"LINESTRING (128.5955936 35.8889963, 128.5956941 35.8891453, 128.5964264 35.8887911, 128.5963325 35.8886476)",,,,,,,,,,
5219,469597086,False,residential,16.211,,,,,,,,,,,
5220,469597091,False,residential,161.99800000000002,"LINESTRING (128.595341 35.8893403, 128.5947758 35.8896597, 128.5946694 35.8895203, 128.5952262 35.8891908, 128.595341 35.8893403)",,,,,,,,,,
5221,469597091,False,residential,161.99800000000002,"LINESTRING (128.595341 35.8893403, 128.5952262 35.8891908, 128.5946694 35.8895203, 128.5947758 35.8896597, 128.595341 35.8893403)",,,,,,,,,,
5222,469597092,False,residential,85.249,,,침산남로31길,,,,,,,,
5223,469597092,False,residential,84.424,"LINESTRING (128.5932076 35.8890733, 128.5931635 35.8888647, 128.5929372 35.8885204, 128.5928374 35.8883852)",,침산남로31길,,,,,,,,
5224,532888840,False,residential,171.736,"LINESTRING (128.5932076 35.8890733, 128.5926968 35.8894741, 128.5920707 35.8901657, 128.5920318 35.8902718)",,침산남로31길,,,,,,,,
5225,37402970,False,primary,259.951,,,침산남로,,,,,,,,
5226,37402970,False,primary,34.15,,,침산남로,,,,,,,,
5227,469597092,False,residential,50.117999999999995,"LINESTRING (128.5925691 35.8879913, 128.5926281 35.8881031, 128.5927403 35.8882536, 128.5928374 35.8883852)",,침산남로31길,,,,,,,,
5228,893031131,False,residential,182.366,"LINESTRING (128.5925691 35.8879913, 128.5923992 35.8874338, 128.5924186 35.8863681)",,,,,,,,,,
5229,469597089,False,residential,55.48,,,침산남로31길,,,,,,,,
5230,469597084,False,secondary,212.563,"LINESTRING (128.5938237 35.8907438, 128.5941501 35.8904884, 128.5947726 35.8900753, 128.5956486 35.8895811, 128.595678 35.8895678)",,중앙대로123길,,,,,,,,
5231,469597084,False,secondary,243.87900000000002,"LINESTRING (128.5938237 35.8907438, 128.5936039 35.8909132, 128.593341 35.8911326, 128.5927402 35.8917715, 128.5921368 35.8924528)",,중앙대로123길,,,,,,,,
5232,469597084,False,secondary,15.327,,,중앙대로123길,,,,,,,,
5233,469597084,False,secondary,243.879,"LINESTRING (128.5921368 35.8924528, 128.5927402 35.8917715, 128.593341 35.8911326, 128.5936039 35.8909132, 128.5938237 35.8907438)",,중앙대로123길,,,,,,,,
5234,532888828,False,trunk_link,23.832,"LINESTRING (128.5921368 35.8924528, 128.5921905 35.8924283, 128.5923143 35.8923545, 128.592343 35.8923221)",,,,,,,,,,
5235,55414872,False,secondary,173.18,,59,침산로,,,,,,,,
5236,532888842,False,secondary,100.66,,,침산로,,,,,,,,
5237,469597093,False,residential,122.74799999999999,"LINESTRING (128.5907242 35.8900021, 128.5913899 35.8902175, 128.5919853 35.8902632, 128.5920318 35.8902718)",,침산로32길,,,,,,,,
5238,469597085,False,residential,33.299,,,,,,2,,,,,
5239,469597085,False,residential,14.509,,,,,,2,,,,,
5240,469597094,False,residential,130.929,"LINESTRING (128.595225 35.8888244, 128.5961438 35.8883783, 128.5963325 35.8886476)",,,,,,,,,,
5241,468987883,False,residential,38.656,,,한강로8길,,,,,,,,
5242,469601333,False,residential,13.727,,,한강로7길,,,2,,,,,
5243,470479024,False,tertiary,119.856,,,한강로,,,,,,,,
5244,470479024,False,tertiary,159.08800000000002,"LINESTRING (128.5182782 35.8970591, 128.518749 35.8969884, 128.5192526 35.8968731, 128.5199605 35.8966403)",,한강로,,,,,,,,
5245,468987883,False,residential,55.84,,,한강로8길,,,,,,,,
5246,468987883,False,residential,39.486,,,한강로8길,,,,,,,,
5247,468987894,False,residential,101.227,,,,,,,,,,,
5248,521382155,False,residential,167.437,"LINESTRING (128.5181152 35.8956822, 128.5193671 35.8956177, 128.5194226 35.8955928, 128.5194349 35.8955478, 128.5194307 35.8951557)",,한강로8길,,,2,,,,,
5249,468987890,False,residential,23.868,,,한강로8길,,,2,,,,,
5250,468987890,False,residential,142.901,"LINESTRING (128.5196029 35.8961714, 128.5194594 35.8959762, 128.5181555 35.8960358)",,한강로8길,,,2,,,,,
5251,468987891,False,residential,127.709,"LINESTRING (128.5196029 35.8961714, 128.5192754 35.8961994, 128.5181926 35.8962892)",,한강로8길,,,,,,,,
5252,469610516,False,residential,31.549,,,,,,,,,,,
5253,157254683,False,residential,24.573,"LINESTRING (128.5451539 35.9116355, 128.5451444 35.9115944, 128.5451268 35.9114158)",,,,,,,,,,
