,osmid,oneway,highway,length,geometry,name,bridge,lanes,ref,maxspeed,tunnel,service,junction,width,access
3900,406782713,FALSE,secondary,148.256,,성북교,yes,,68,,,,,,
3901,532888821,FALSE,secondary,34.894,,성북로,,,,,,,,,
3902,532888819,TRUE,trunk_link,42.64,"LINESTRING (128.5924116 35.8926948, 128.59228 35.8928564, 128.5922121 35.892954, 128.5921649 35.8930218)",,,,,,,,,,
3903,734030099,FALSE,residential,44.366,,관음동로32길,,,,,,,,,
3904,734030099,FALSE,residential,45.765,,관음동로32길,,,,,,,,,
3905,"[157031266, 734030095]",FALSE,residential,202.171,"LINESTRING (128.5485359 35.9474532, 128.5492092 35.9468485, 128.5493026 35.9467335, 128.5493552 35.9465573, 128.5493604 35.9463168, 128.5493033 35.9458746)","['관음중앙로33길', '관음동로32길']",,,,,,,,,
3906,"[157031266, 734030094]",FALSE,residential,126.994,"LINESTRING (128.5485359 35.9474532, 128.5482084 35.9477473, 128.5474793 35.9472909)","['관음동로32길', '관음중앙로29길']",,,,,,,,,
3907,886654260,FALSE,footway,7.626,,,,,,,,,,,
3908,457769924,FALSE,service,90.223,,,,,,,,,,,
3909,457769923,FALSE,service,141.408,"LINESTRING (128.5995963 35.8913835, 128.5999963 35.8914919, 128.6004246 35.8915868, 128.6004765 35.8916106, 128.600631 35.8916816, 128.600745 35.8918264, 128.6007542 35.8920326)",대구시청별관로,,,,,,,,,
3910,457769923,FALSE,service,89.251,"LINESTRING (128.5995963 35.8913835, 128.5994294 35.8912398, 128.5992148 35.8909196, 128.5991352 35.8906874)",대구시청별관로,,,,,,,,,
3911,457769925,FALSE,service,32.73,"LINESTRING (128.5995963 35.8913835, 128.5999151 35.8913576, 128.599958 35.891359)",대구시청별관 통과도로,,,,,,,,,
3912,457769931,FALSE,service,27.365,,대구시청별관로,,,,,,,,,
3913,457769923,FALSE,service,105.176,"LINESTRING (128.6007542 35.8920326, 128.6000752 35.8920128, 128.600063 35.8921445, 128.5998232 35.8921544, 128.5997554 35.8921959)",대구시청별관로,,,,,,,,,
3914,457769923,FALSE,service,141.408,"LINESTRING (128.6007542 35.8920326, 128.600745 35.8918264, 128.600631 35.8916816, 128.6004765 35.8916106, 128.6004246 35.8915868, 128.5999963 35.8914919, 128.5995963 35.8913835)",대구시청별관로,,,,,,,,,
3915,457769923,FALSE,service,65.207,,대구시청별관로,,,,,,,,,
3916,457769924,FALSE,service,20.162,,,,,,,,,,,
3917,457769923,FALSE,service,105.176,"LINESTRING (128.5997554 35.8921959, 128.5998232 35.8921544, 128.600063 35.8921445, 128.6000752 35.8920128, 128.6007542 35.8920326)",대구시청별관로,,,,,,,,,
3918,457769924,FALSE,service,20.162,,,,,,,,,,,
3919,457769924,FALSE,service,90.223,,,,,,,,,,,
3920,457769930,FALSE,service,94.609,"LINESTRING (128.5995316 35.8921932, 128.5995183 35.8923629, 128.5991318 35.8923678, 128.5991265 35.8924482, 128.5990487 35.8924461, 128.5990353 35.8926699)",대구시청별관로,,,,,,,,,
3921,577777120,FALSE,service,12.288,,대구시청별관 통과도로,,,,,,,,,
3922,457769925,FALSE,service,21.463,"LINESTRING (128.6015963 35.8928095, 128.6016588 35.8927763, 128.6017574 35.8926915, 128.6017662 35.8926772)",대구시청별관 통과도로,,,,,,,,,
3923,577777122,FALSE,service,71.708,"LINESTRING (128.6015963 35.8928095, 128.6016098 35.8923173, 128.6017981 35.8923196)",,,,,,,parking_aisle,,,
3924,577703620,FALSE,service,44.281,,,,,,,,,,,
3925,577777121,FALSE,service,27.268,,대구시청별관 통과도로,,,,,,,,,
3926,577777121,FALSE,service,31.162,"LINESTRING (128.601827 35.8931296, 128.6016728 35.8929843, 128.6015975 35.89292)",대구시청별관 통과도로,,,,,,,,,
3927,577703616,FALSE,service,12.618,,,,,,,,,,,
3928,577777121,FALSE,service,27.268,,대구시청별관 통과도로,,,,,,,,,
3929,577777121,FALSE,service,155.859,"LINESTRING (128.6018639 35.893373, 128.601604 35.8933789, 128.6015752 35.8933796, 128.6014337 35.8934207, 128.601313 35.8934642, 128.6012272 35.8935294, 128.6011896 35.8936076, 128.6012004 35.893701, 128.6012457 35.8939017, 128.6013782 35.8943509)",대구시청별관 통과도로,,,,,,,,,
3930,469294678,FALSE,residential,6.659,,연암공원로10길,,,,,,,,,
3931,457769926,FALSE,residential,131.456,"LINESTRING (128.6013782 35.8943509, 128.6018986 35.8943557, 128.6028354 35.8944067)",연암공원로10길,,,,,,,,,
3932,577777121,FALSE,service,155.859,"LINESTRING (128.6013782 35.8943509, 128.6012457 35.8939017, 128.6012004 35.893701, 128.6011896 35.8936076, 128.6012272 35.8935294, 128.601313 35.8934642, 128.6014337 35.8934207, 128.6015752 35.8933796, 128.601604 35.8933789, 128.6018639 35.893373)",대구시청별관 통과도로,,,,,,,,,
3933,457769923,FALSE,service,65.207,,대구시청별관로,,,,,,,,,
3934,"[457769928, 457769923]",FALSE,service,117.465,"LINESTRING (128.5997221 35.8927817, 128.59972 35.8928199, 128.6001727 35.8928247, 128.6001807 35.8927052, 128.6006072 35.8927161, 128.6008368 35.8927143)",대구시청별관로,,,,,,,,,
3935,"[457769930, 457769927]",FALSE,service,72.063,"LINESTRING (128.5997221 35.8927817, 128.5990527 35.8927747, 128.5990353 35.8926699)",대구시청별관로,,,,40,,,,,
3936,579775418,FALSE,service,8.755,,,,,,,,parking_aisle,,,
3937,"[457769928, 457769923]",FALSE,service,117.465,"LINESTRING (128.6008368 35.8927143, 128.6006072 35.8927161, 128.6001807 35.8927052, 128.6001727 35.8928247, 128.59972 35.8928199, 128.5997221 35.8927817)",대구시청별관로,,,,,,,,,
3938,457769929,FALSE,service,29.35,"LINESTRING (128.6008368 35.8927143, 128.6009337 35.8927756, 128.6010323 35.8928118, 128.601119 35.8928425)",대구시청별관로,,,,,,,,,
3939,577777120,FALSE,service,12.288,,대구시청별관 통과도로,,,,,,,,,
3940,457769929,FALSE,service,44.869,"LINESTRING (128.6015975 35.89292, 128.6014256 35.8929226, 128.6013424 35.8929197, 128.6012402 35.8928854, 128.601119 35.8928425)",대구시청별관로,,,,,,,,,
3941,577777121,FALSE,service,31.162,"LINESTRING (128.6015975 35.89292, 128.6016728 35.8929843, 128.601827 35.8931296)",대구시청별관 통과도로,,,,,,,,,
3942,457769937,FALSE,service,34.408,,대구시청별관로,,,,,,,,,
3943,457769930,FALSE,service,94.609,"LINESTRING (128.5990353 35.8926699, 128.5990487 35.8924461, 128.5991265 35.8924482, 128.5991318 35.8923678, 128.5995183 35.8923629, 128.5995316 35.8921932)",대구시청별관로,,,,,,,,,
3944,"[457769930, 457769927]",FALSE,service,72.063,"LINESTRING (128.5990353 35.8926699, 128.5990527 35.8927747, 128.5997221 35.8927817)",대구시청별관로,,,,40,,,,,
3945,457769931,FALSE,service,27.365,,대구시청별관로,,,,,,,,,
3946,457769925,FALSE,service,185.745,"LINESTRING (128.599958 35.891359, 128.6004228 35.8913931, 128.6007035 35.8914781, 128.6010128 35.891654, 128.6012896 35.8917803, 128.6015392 35.8918282, 128.601696 35.8918707, 128.6017778 35.8919989)",대구시청별관 통과도로,,,,,,,,,
3947,457769925,FALSE,service,32.73,"LINESTRING (128.599958 35.891359, 128.5999151 35.8913576, 128.5995963 35.8913835)",대구시청별관 통과도로,,,,,,,,,
3948,457769932,FALSE,service,22.487,"LINESTRING (128.599958 35.891359, 128.5999905 35.8912421, 128.5999772 35.8911604)",대구시청별관 세심원로,,,,,,,,,
3949,457769932,FALSE,service,15.242,,대구시청별관 세심원로,,,,,,,,,
3950,577703626,FALSE,service,152.921,"LINESTRING (128.6004052 35.890781, 128.6005109 35.8906488, 128.6009642 35.8908333, 128.6010523 35.891037, 128.6009707 35.891037, 128.6004052 35.890781)",,,,,,,parking_aisle,,,
3951,577703626,FALSE,service,152.921,"LINESTRING (128.6004052 35.890781, 128.6009707 35.891037, 128.6010523 35.891037, 128.6009642 35.8908333, 128.6005109 35.8906488, 128.6004052 35.890781)",,,,,,,parking_aisle,,,
3952,457769934,FALSE,service,19.148,,대구시청별관로,,,,,,,,,
3953,457769934,FALSE,service,65.129,"LINESTRING (128.5987 35.8922083, 128.598721 35.8918261, 128.5987317 35.8916971, 128.5987374 35.8916234)",대구시청별관로,,,,,,,,,
3954,457769935,FALSE,service,33.508,"LINESTRING (128.5987 35.8922083, 128.5984982 35.8922141, 128.5983283 35.8922198)",대구시청별관로,,,,,,,,,
3955,457769934,FALSE,service,19.148,,대구시청별관로,,,,,,,,,
3956,457769935,FALSE,service,119.077,"LINESTRING (128.5983283 35.8922198, 128.5981761 35.8920334, 128.5981054 35.8919216, 128.5981301 35.8918815, 128.5981478 35.8918127, 128.5981549 35.8917238, 128.5982328 35.8917066, 128.598346 35.8916951, 128.5984805 35.8916894, 128.598523 35.8916206, 128.5987374 35.8916234)",대구시청별관로,,,,,,,,,
3957,457769935,FALSE,service,33.508,"LINESTRING (128.5983283 35.8922198, 128.5984982 35.8922141, 128.5987 35.8922083)",대구시청별관로,,,,,,,,,
3958,457769936,FALSE,service,55.745,"LINESTRING (128.5983283 35.8922198, 128.5984636 35.8924532, 128.5985937 35.8925685, 128.5986551 35.8926402)",대구시청별관로,,,,,,,,,
3959,457769934,FALSE,service,65.129,"LINESTRING (128.5987374 35.8916234, 128.5987317 35.8916971, 128.598721 35.8918261, 128.5987 35.8922083)",대구시청별관로,,,,,,,,,
3960,457769934,FALSE,service,108.487,"LINESTRING (128.5987374 35.8916234, 128.59876 35.8913358, 128.5987529 35.8912584, 128.5986467 35.8911093, 128.5986042 35.8910118, 128.5985201 35.8906845)",대구시청별관로,,,,,,,,,
3961,457769935,FALSE,service,119.077,"LINESTRING (128.5987374 35.8916234, 128.598523 35.8916206, 128.5984805 35.8916894, 128.598346 35.8916951, 128.5982328 35.8917066, 128.5981549 35.8917238, 128.5981478 35.8918127, 128.5981301 35.8918815, 128.5981054 35.8919216, 128.5981761 35.8920334, 128.5983283 35.8922198)",대구시청별관로,,,,,,,,,
3962,457769936,FALSE,service,38.027,"LINESTRING (128.598801 35.8929538, 128.5987035 35.8927892, 128.5986953 35.8926871, 128.5986551 35.8926402)",대구시청별관로,,,,,,,,,
3963,457769937,FALSE,service,34.408,,대구시청별관로,,,,,,,,,
3964,457769936,FALSE,service,38.027,"LINESTRING (128.5986551 35.8926402, 128.5986953 35.8926871, 128.5987035 35.8927892, 128.598801 35.8929538)",대구시청별관로,,,,,,,,,
3965,457769936,FALSE,service,55.745,"LINESTRING (128.5986551 35.8926402, 128.5985937 35.8925685, 128.5984636 35.8924532, 128.5983283 35.8922198)",대구시청별관로,,,,,,,,,
3966,457769938,FALSE,pedestrian,33.449,"LINESTRING (128.5996306 35.8929956, 128.5997912 35.8929956, 128.6000005 35.8930154)",대구시청별관 산책로,,,,,,,,1,
3967,"[457769938, 846901742]",FALSE,pedestrian,17.369,"LINESTRING (128.5996306 35.8929956, 128.5995838 35.8929017, 128.5995865 35.8928468)",대구시청별관 산책로,,,,,,,,1,
3968,457769940,FALSE,pedestrian,88.886,"LINESTRING (128.5996306 35.8929956, 128.5997316 35.8931413, 128.5998496 35.8932869, 128.5999489 35.8934107, 128.6000186 35.8934933, 128.6001715 35.8935672, 128.6002527 35.8935602)",대구시청별관 산책로,,,,,,,,1,
3969,457769938,FALSE,pedestrian,81.983,"LINESTRING (128.6000005 35.8930154, 128.6002424 35.89305, 128.6004335 35.8930582, 128.6005839 35.8930598, 128.6007567 35.8930269, 128.600843 35.8930141, 128.6008948 35.8930342)",대구시청별관 산책로,,,,,,,,1,
3970,457769938,FALSE,pedestrian,33.449,"LINESTRING (128.6000005 35.8930154, 128.5997912 35.8929956, 128.5996306 35.8929956)",대구시청별관 산책로,,,,,,,,1,
3971,457769941,FALSE,pedestrian,48.455,"LINESTRING (128.6000005 35.8930154, 128.6000079 35.8931218, 128.6000642 35.893213, 128.6001527 35.8932956, 128.6002144 35.8933325, 128.6002788 35.8933521)",대구시청별관 산책로,,,,,,,,1,
3972,457769939,FALSE,pedestrian,20.654,,대구시청별관 산책로,,,,,,,,1,
3973,"[457769938, 457769939]",FALSE,pedestrian,32.301,"LINESTRING (128.6009708 35.8935172, 128.6009416 35.8933186, 128.6009327 35.8932284)",대구시청별관 산책로,,,,,,,,1,
3974,457769940,FALSE,pedestrian,64.943,"LINESTRING (128.6009708 35.8935172, 128.6005872 35.8935259, 128.6003727 35.8935498, 128.6002527 35.8935602)",대구시청별관 산책로,,,,,,,,1,
3975,457769939,FALSE,pedestrian,20.654,,대구시청별관 산책로,,,,,,,,1,
3976,457769942,FALSE,pedestrian,23.259,,대구시청별관 산책로,,,,,,,,1,
3977,457769941,FALSE,pedestrian,62.079,"LINESTRING (128.6002788 35.8933521, 128.6004585 35.8933521, 128.6006301 35.8933434, 128.600724 35.8933238, 128.6007938 35.8932825, 128.6009327 35.8932284)",대구시청별관 산책로,,,,,,,,1,
3978,457769941,FALSE,pedestrian,48.455,"LINESTRING (128.6002788 35.8933521, 128.6002144 35.8933325, 128.6001527 35.8932956, 128.6000642 35.893213, 128.6000079 35.8931218, 128.6000005 35.8930154)",대구시청별관 산책로,,,,,,,,1,
3979,"[457769938, 457769939]",FALSE,pedestrian,32.301,"LINESTRING (128.6009327 35.8932284, 128.6009416 35.8933186, 128.6009708 35.8935172)",대구시청별관 산책로,,,,,,,,1,
3980,457769938,FALSE,pedestrian,23.05,"LINESTRING (128.6009327 35.8932284, 128.6009293 35.8931938, 128.60092 35.8930441, 128.6008948 35.8930342)",대구시청별관 산책로,,,,,,,,1,
3981,457769941,FALSE,pedestrian,62.079,"LINESTRING (128.6009327 35.8932284, 128.6007938 35.8932825, 128.600724 35.8933238, 128.6006301 35.8933434, 128.6004585 35.8933521, 128.6002788 35.8933521)",대구시청별관 산책로,,,,,,,,1,
3982,457769942,FALSE,pedestrian,23.259,,대구시청별관 산책로,,,,,,,,1,
3983,457769940,FALSE,pedestrian,88.886,"LINESTRING (128.6002527 35.8935602, 128.6001715 35.8935672, 128.6000186 35.8934933, 128.5999489 35.8934107, 128.5998496 35.8932869, 128.5997316 35.8931413, 128.5996306 35.8929956)",대구시청별관 산책로,,,,,,,,1,
3984,457769940,FALSE,pedestrian,64.943,"LINESTRING (128.6002527 35.8935602, 128.6003727 35.8935498, 128.6005872 35.8935259, 128.6009708 35.8935172)",대구시청별관 산책로,,,,,,,,1,
3985,457769938,FALSE,pedestrian,23.05,"LINESTRING (128.6008948 35.8930342, 128.60092 35.8930441, 128.6009293 35.8931938, 128.6009327 35.8932284)",대구시청별관 산책로,,,,,,,,1,
3986,457769938,FALSE,pedestrian,81.983,"LINESTRING (128.6008948 35.8930342, 128.600843 35.8930141, 128.6007567 35.8930269, 128.6005839 35.8930598, 128.6004335 35.8930582, 128.6002424 35.89305, 128.6000005 35.8930154)",대구시청별관 산책로,,,,,,,,1,
3987,"[846901743, 457769943]",FALSE,pedestrian,34.53,"LINESTRING (128.6008948 35.8930342, 128.601121 35.8929523, 128.601119 35.8928425)",대구시청별관 산책로,,,,,,,,1,
3988,37399035,FALSE,tertiary,155.154,,검단로31길,,,,,,,,,
3989,37399035,FALSE,tertiary,103.506,,검단로31길,,,,,,,,,
3990,"[468098928, 734097652]",FALSE,unclassified,276.006,"LINESTRING (128.6204467 35.9145448, 128.6191955 35.9139814, 128.6177681 35.9133386)","['검단로27길', '검단로31길']",,,,,,,,,
3991,393694170,FALSE,unclassified,106.63,,검단로27길,,,,,,,,,
3992,393694170,FALSE,unclassified,241.321,"LINESTRING (128.6177681 35.9133386, 128.6174035 35.9138225, 128.616428 35.9152177)",검단로27길,,,,,,,,,
3993,"[468098928, 734097652]",FALSE,unclassified,276.006,"LINESTRING (128.6177681 35.9133386, 128.6191955 35.9139814, 128.6204467 35.9145448)","['검단로27길', '검단로31길']",,,,,,,,,
3994,37399035,FALSE,tertiary,103.506,,검단로31길,,,,,,,,,
3995,37399035,FALSE,tertiary,100.968,,검단로31길,,,,,,,,,
3996,"[468098930, 734097651]",FALSE,unclassified,272.367,"LINESTRING (128.6210115 35.9137341, 128.6197622 35.9131567, 128.6183848 35.91252)","['검단로27길', '검단로31길']",,,,,,,,,
3997,393694170,FALSE,unclassified,106.63,,검단로27길,,,,,,,,,
3998,393694170,FALSE,unclassified,35.936,,검단로27길,,,,,,,,,
3999,"[468098930, 734097651]",FALSE,unclassified,272.367,"LINESTRING (128.6183848 35.91252, 128.6197622 35.9131567, 128.6210115 35.9137341)","['검단로27길', '검단로31길']",,,,,,,,,
4000,37399035,FALSE,tertiary,100.968,,검단로31길,,,,,,,,,
4001,37399035,FALSE,tertiary,419.201,,검단로31길,,,,,,,,,
4002,"[734097650, 468098931]",FALSE,unclassified,270.883,"LINESTRING (128.6215625 35.9129433, 128.6203429 35.9123879, 128.6189407 35.9117493)","['검단로27길', '검단로31길']",,,,,,,,,
4003,393694170,FALSE,unclassified,63.324,,검단로27길,,,,,,,,,
4004,393694170,FALSE,unclassified,479.566,,검단로27길,,,,,,,,,
4005,"[734097650, 468098931]",FALSE,unclassified,270.883,"LINESTRING (128.6189407 35.9117493, 128.6203429 35.9123879, 128.6215625 35.9129433)","['검단로27길', '검단로31길']",,,,,,,,,
4006,"[521382153, 468365955]",FALSE,secondary,156.176,"LINESTRING (128.509463 35.895617, 128.5094824 35.8964155, 128.5095148 35.8970208)",내곡로,,,,,,,,,
4007,526059666,FALSE,primary,189.748,"LINESTRING (128.509463 35.895617, 128.5085837 35.8955713, 128.5078196 35.8955273, 128.5073606 35.8955127)",사수로,,,,,,,,,
4008,526059666,FALSE,primary,425.957,"LINESTRING (128.509463 35.895617, 128.5099114 35.8956126, 128.5113392 35.8955604, 128.512261 35.8954757, 128.5132382 35.8953518, 128.514071 35.8952067, 128.5141516 35.8951927)",사수로,,,,,,,,,
4009,468574220,FALSE,residential,63.677,,,,,,,,,,,
4010,760612288,FALSE,secondary,40.509,,학정로,,,,,,,,,
4011,760612288,FALSE,secondary,136.218,,학정로,,,,,,,,,
4012,468574221,FALSE,residential,87.722,,,,,,,,,,,
4013,157254734,FALSE,residential,371.163,"LINESTRING (128.5489419 35.9223134, 128.5492159 35.9227924, 128.5493248 35.9230676, 128.5493858 35.9231699, 128.5497822 35.923678, 128.550719 35.9251717, 128.550743 35.9253014)",칠곡중앙대로52길,,,,,,,,,
4014,157254734,FALSE,residential,25.281,"LINESTRING (128.5489419 35.9223134, 128.5489153 35.9222668, 128.5488585 35.9220969)",칠곡중앙대로52길,,,,,,,,,
4015,468574221,FALSE,residential,87.722,,,,,,,,,,,
4016,468574221,FALSE,residential,63.425,"LINESTRING (128.54986 35.9220496, 128.5500668 35.92172, 128.5501791 35.9215411)",,,,,,,,,,
4017,"[468574224, 468574225, 468574223]",FALSE,residential,454.368,"LINESTRING (128.54986 35.9220496, 128.5500624 35.9220885, 128.5507697 35.9222244, 128.5515243 35.9231092, 128.5519792 35.9235212, 128.5523715 35.9242488, 128.5526426 35.925129)",,,,,,,,,,
4018,55414110,FALSE,secondary,14.113,,태암남로,,,,,,,,,
4019,55414110,FALSE,secondary,103.6,"LINESTRING (128.5526426 35.925129, 128.5530324 35.925083, 128.5537811 35.9249945)",태암남로,,,,,,,,,
4020,"[468574224, 468574225, 468574223]",FALSE,residential,454.368,"LINESTRING (128.5526426 35.925129, 128.5523715 35.9242488, 128.5519792 35.9235212, 128.5515243 35.9231092, 128.5507697 35.9222244, 128.5500624 35.9220885, 128.54986 35.9220496)",,,,,,,,,,
4021,760612287,FALSE,primary,29.867,,칠곡중앙대로,,,4,,,,,,
4022,468586381,FALSE,residential,107.548,"LINESTRING (128.54785 35.918242, 128.5481864 35.9183719, 128.5489443 35.918115)",칠곡중앙대로,,,,,,,,,
4023,760612287,FALSE,primary,74.594,"LINESTRING (128.54785 35.918242, 128.5481645 35.9177864, 128.5482401 35.9176507)",칠곡중앙대로,,,4,,,,,,
4024,468586381,FALSE,residential,107.548,"LINESTRING (128.5489443 35.918115, 128.5481864 35.9183719, 128.54785 35.918242)",칠곡중앙대로,,,,,,,,,
4025,468586382,FALSE,residential,114.488,,칠곡중앙대로52길,,,,,,,,,
4026,157247705,FALSE,residential,41.236,"LINESTRING (128.547865 35.9188155, 128.5478475 35.9187664, 128.5478105 35.9187001, 128.547685 35.918475)",칠곡중앙대로52길,,,,,,,,,
4027,157247705,FALSE,residential,4.272,"LINESTRING (128.547865 35.9188155, 128.5478724 35.9188362, 128.5478782 35.9188524)",칠곡중앙대로52길,,,,,,,,,
4028,468586382,FALSE,residential,114.488,,칠곡중앙대로52길,,,,,,,,,
4029,468586383,FALSE,residential,24.288,,학정로,,,,,,,,,
4030,734097712,FALSE,residential,32.132,,,,,,,,,,,
4031,734097713,FALSE,residential,19.994,,학정로,,,,,,,,,
4032,468586383,FALSE,residential,24.288,,학정로,,,,,,,,,
4033,"[734097712, 468586383]",FALSE,residential,136.198,"LINESTRING (128.5512345 35.9174937, 128.5512864 35.9174177, 128.5516142 35.9172912, 128.5518524 35.9172414, 128.5519753 35.9173658, 128.5514292 35.9175658)",학정로,,,,,,,,,
4034,468586384,FALSE,residential,32.886,"LINESTRING (128.5512345 35.9174937, 128.5512249 35.9172933, 128.5511656 35.9172111)",학정로,,,,,,,,,
